row,mfg_part_num,confidence,band,needs_human_review,reasons,attribute_slots,mobile_desc_len,duplicate_group_size
459,S4720,75,MEDIUM,False,mobile_desc_short|sparse_input_desc,2,42,1
460,S3720,85,HIGH,False,mobile_desc_short,2,42,1
461,S3702,85,HIGH,False,mobile_desc_short,2,42,1
462,S3703,85,HIGH,False,mobile_desc_short,2,42,1
463,S3797,85,HIGH,False,mobile_desc_short,3,42,1
464,S4724,85,HIGH,False,mobile_desc_short,3,42,1
465,S4717,85,HIGH,False,mobile_desc_short,3,42,1
466,S3794,85,HIGH,False,mobile_desc_short,2,42,1
467,S3795,85,HIGH,False,mobile_desc_short,2,42,1
468,S4726,85,HIGH,False,mobile_desc_short,3,42,1
469,S11429,85,HIGH,False,mobile_desc_short,2,43,1
470,S21354,85,HIGH,False,mobile_desc_short,2,43,1
471,S21363,85,HIGH,False,mobile_desc_short,2,43,1
472,S11445,85,HIGH,False,mobile_desc_short,2,43,1
473,567313,100,HIGH,False,,3,60,1
474,586875,100,HIGH,False,,2,60,1
475,576355,100,HIGH,False,,1,60,1
476,576363,100,HIGH,False,,1,60,1
477,565374,100,HIGH,False,,3,60,1
478,565390,100,HIGH,False,,3,60,1
479,576371,100,HIGH,False,,1,60,1
480,576496,100,HIGH,False,,2,60,1
481,564856,100,HIGH,False,,3,60,1
482,565796,100,HIGH,False,,2,60,1
483,576389,100,HIGH,False,,1,60,1
484,564492,100,HIGH,False,,3,60,1
485,603449,85,HIGH,False,mobile_desc_short,3,56,1
486,586909,100,HIGH,False,,2,60,1
487,566364,100,HIGH,False,,3,60,1
488,576397,95,HIGH,False,mpn_desc_mismatch,1,60,1
489,571497,100,HIGH,False,,2,60,1
490,576306,100,HIGH,False,,2,60,1
491,588533,100,HIGH,False,,2,60,1
492,576520,100,HIGH,False,,2,60,1
493,574004,100,HIGH,False,,3,60,1
494,574012,100,HIGH,False,,3,60,1
495,573971,100,HIGH,False,,3,60,1
496,573989,100,HIGH,False,,3,60,1
497,576769,100,HIGH,False,,2,60,1
498,567446,100,HIGH,False,,3,60,1
499,573997,100,HIGH,False,,3,60,1
500,571463,100,HIGH,False,,2,60,1
501,576512,100,HIGH,False,,2,60,1
502,581181,100,HIGH,False,,2,60,1
503,GT-CB-100C,80,HIGH,False,mobile_desc_short|mpn_desc_mismatch,1,52,1
504,566430,100,HIGH,False,,3,60,1
505,568337,100,HIGH,False,,2,60,1
506,565788,100,HIGH,False,,2,60,1
507,565770,100,HIGH,False,,2,60,1
508,573436,100,HIGH,False,,3,60,1
509,576538,100,HIGH,False,,2,60,1
510,573451,100,HIGH,False,,3,60,1
511,586883,100,HIGH,False,,2,60,1
512,586859,100,HIGH,False,,2,60,1
513,576488,100,HIGH,False,,2,60,1
514,575217,100,HIGH,False,,3,60,1
515,586479,100,HIGH,False,,1,60,1
516,571471,100,HIGH,False,,2,60,1
517,570762,100,HIGH,False,,3,60,1
518,533352,95,HIGH,False,mpn_desc_mismatch,2,60,1
519,573519,100,HIGH,False,,3,60,1
520,573378,100,HIGH,False,,3,60,1
521,565622,100,HIGH,False,,2,60,1
522,586891,100,HIGH,False,,2,60,1
523,585448,100,HIGH,False,,1,60,1
524,573444,100,HIGH,False,,3,60,1
525,566687,100,HIGH,False,,3,60,1
526,564385,100,HIGH,False,,3,60,1
527,566661,100,HIGH,False,,3,60,1
528,564898,100,HIGH,False,,3,60,1
529,538319,95,HIGH,False,mpn_desc_mismatch,2,60,1
530,576009,100,HIGH,False,,2,60,1
531,564450,100,HIGH,False,,3,60,1
532,572669,100,HIGH,False,,2,60,1
533,564906,100,HIGH,False,,3,60,1
534,573410,100,HIGH,False,,3,60,1
535,576504,100,HIGH,False,,2,60,1
536,576017,100,HIGH,False,,2,60,1
537,574392,100,HIGH,False,,3,60,1
538,576751,100,HIGH,False,,2,60,1
539,583161,100,HIGH,False,,2,60,1
540,566695,100,HIGH,False,,3,60,1
541,577007,100,HIGH,False,,2,60,1
542,566653,100,HIGH,False,,3,60,1
543,566679,100,HIGH,False,,3,60,1
544,573311,100,HIGH,False,,3,60,1
545,573394,100,HIGH,False,,3,60,1
546,573329,100,HIGH,False,,3,60,1
547,564930,100,HIGH,False,,3,60,1
548,565000,100,HIGH,False,,3,60,1
549,564922,100,HIGH,False,,3,60,1
550,573295,100,HIGH,False,,3,60,1
551,564914,100,HIGH,False,,3,60,1
552,573485,100,HIGH,False,,3,60,1
553,573337,100,HIGH,False,,3,60,1
554,544874,100,HIGH,False,,2,60,1
555,570846,100,HIGH,False,,3,60,1
556,565473,100,HIGH,False,,2,60,1
557,573402,100,HIGH,False,,3,60,1
558,573352,100,HIGH,False,,3,60,1
559,573428,100,HIGH,False,,3,60,1
560,573386,100,HIGH,False,,3,60,1
561,564948,100,HIGH,False,,3,60,1
562,573303,100,HIGH,False,,3,60,1
563,573188,100,HIGH,False,,2,60,1
564,573469,100,HIGH,False,,3,60,1
565,565671,100,HIGH,False,,2,60,1
566,573204,100,HIGH,False,,2,60,1
567,581199,100,HIGH,False,,2,60,1
568,565887,100,HIGH,False,,2,60,1
569,586867,100,HIGH,False,,2,60,1
570,568451,95,HIGH,False,mpn_desc_mismatch,3,60,1
571,568444,100,HIGH,False,,3,60,1
572,573196,100,HIGH,False,,2,60,1
573,564500,100,HIGH,False,,3,60,1
574,571513,100,HIGH,False,,1,60,1
575,588566,100,HIGH,False,,3,60,1
576,565655,100,HIGH,False,,2,60,1
577,565812,100,HIGH,False,,2,60,1
578,586917,100,HIGH,False,,3,60,1
579,46719,75,MEDIUM,False,mobile_desc_short|brand_unresolved|mpn_desc_mismatch,2,36,1
580,59061BSL,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
581,59062BSL,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
582,59124BKT,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
583,59025BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,53,1
584,DCL183,60,MEDIUM,False,no_attributes|mobile_desc_short,0,54,1
585,73020,85,HIGH,False,mobile_desc_short,2,47,1
586,NEB-FLT-1021,50,LOW,True,no_attributes|mobile_desc_short|brand_unresolved|mpn_desc_mismatch,0,36,1
587,NEB-FLT-0053,50,LOW,True,no_attributes|mobile_desc_short|brand_unresolved|mpn_desc_mismatch,0,36,1
588,97708,60,MEDIUM,False,no_attributes|mobile_desc_short,0,55,1
589,WORK6000XLTPPLUG,70,MEDIUM,False,no_attributes|mpn_desc_mismatch,0,66,1
590,HOM2040M200PRB,100,HIGH,False,,1,65,1
591,HOM3060L225PGC,75,MEDIUM,False,no_attributes,0,65,1
592,QO612L100RBCP,100,HIGH,False,,1,64,1
593,13093005,85,HIGH,False,mobile_desc_short,1,48,1
594,12-4 SO,45,LOW,True,no_attributes|mobile_desc_short|manufacturer_unresolved|brand_unresolved,0,13,1
595,96263-46-06,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
596,R50003-ID,60,MEDIUM,False,no_attributes|mobile_desc_short,0,49,1
597,10-4 SO,60,MEDIUM,False,no_attributes|mobile_desc_short,0,47,1
598,23346-0408,45,LOW,True,no_attributes|mobile_desc_short|manufacturer_unresolved|brand_unresolved,0,16,1
599,2/2/4 UD ALUM,80,HIGH,False,mobile_desc_short|mpn_desc_mismatch,1,53,1
600,55418901,80,HIGH,False,mobile_desc_short|mpn_desc_mismatch,1,48,1
601,CG50K,55,LOW,True,no_attributes|mobile_desc_short|brand_unresolved,0,47,1
602,R02-D215P-1RW,95,HIGH,False,mpn_desc_mismatch,3,60,1
603,PBUC013,85,HIGH,False,mobile_desc_short,1,48,1
604,R00-GFNT1-00K,95,HIGH,False,mpn_desc_mismatch,2,60,1
605,R92-GFWT1-0KW,95,HIGH,False,mpn_desc_mismatch,3,65,1
606,R12-AGTR1-0KW,95,HIGH,False,mpn_desc_mismatch,3,65,1
607,R62-GFTA1-0KW,95,HIGH,False,mpn_desc_mismatch,3,65,1
608,165-04729-00C,80,HIGH,False,mobile_desc_short|mpn_desc_mismatch,2,58,1
609,161-04720-00C,80,HIGH,False,mobile_desc_short|mpn_desc_mismatch,2,58,1
610,R02-GUAC1-0BW,95,HIGH,False,mpn_desc_mismatch,3,62,1
611,R56-CBR15-00T,95,HIGH,False,mpn_desc_mismatch,1,60,1
612,R20-05378-P00,60,MEDIUM,False,no_attributes|suspected_typo|mpn_desc_mismatch,0,60,1
613,WC1V12W-SG-UPC,95,HIGH,False,mpn_desc_mismatch,2,60,1
614,R51-GSRA1-THD,95,HIGH,False,mpn_desc_mismatch,1,65,1
615,R62-CBR15-00W,95,HIGH,False,mpn_desc_mismatch,3,60,1
616,S03-05226-IS,55,LOW,True,no_attributes|mobile_desc_short|mpn_desc_mismatch,0,59,1
617,174-0CSB3-15W,95,HIGH,False,mpn_desc_mismatch,2,60,1
618,R50-0SL13-000,95,HIGH,False,mpn_desc_mismatch,2,64,1
619,R52-0PJ13-00W,95,HIGH,False,mpn_desc_mismatch,1,64,1
620,XOU2470BCGS,85,HIGH,False,mobile_desc_short,3,55,1
621,XOU24BCGSR,85,HIGH,False,mobile_desc_short,3,54,1
622,XOU24WDZGBR,85,HIGH,False,mobile_desc_short,2,55,1
623,C7CDAAS3PD3,85,HIGH,False,mobile_desc_short,2,54,1
624,C7CDAAS4PW3,60,MEDIUM,False,no_attributes|mobile_desc_short,0,54,1
625,C7CDABS2RS3,60,MEDIUM,False,no_attributes|mobile_desc_short,0,54,1
626,C7CDABS3RD3,85,HIGH,False,mobile_desc_short,2,54,1
627,C7CDABS4RW3,60,MEDIUM,False,no_attributes|mobile_desc_short,0,54,1
628,C7CEBBS2RS3,85,HIGH,False,mobile_desc_short,3,58,1
629,C7CEBBS4RW3,85,HIGH,False,mobile_desc_short,2,58,1
630,C7CESAS2RS3,85,HIGH,False,mobile_desc_short,3,58,1
631,C7CESAS3RD3,85,HIGH,False,mobile_desc_short,2,58,1
632,C7CESAS4RW3,85,HIGH,False,mobile_desc_short,2,58,1
633,WOSP30100SS,85,HIGH,False,mobile_desc_short,3,38,1
634,MSER2090S,85,HIGH,False,mobile_desc_short,3,53,1
635,GCST16S1WSS,85,HIGH,False,mobile_desc_short,3,54,1
636,PCWK15C1WSS,60,MEDIUM,False,no_attributes|mobile_desc_short,0,54,1
637,SMC2266KS,100,HIGH,False,,2,73,1
638,SMD2479JS,100,HIGH,False,,2,73,1
639,PEP9030DTBB,85,HIGH,False,mobile_desc_short,2,47,1
640,CES700P3MD1,85,HIGH,False,mobile_desc_short,1,47,1
641,PS960YPFS,85,HIGH,False,mobile_desc_short,2,43,1
642,PB900YVFS,85,HIGH,False,mobile_desc_short,3,59,1
643,PCFE3080AF,100,HIGH,False,,2,60,1
644,SLER30524SS,100,HIGH,False,,3,66,1
645,LSEL6333ZE,60,MEDIUM,False,no_attributes|mobile_desc_short,0,45,1
646,KSES530SBE,85,HIGH,False,mobile_desc_short,1,52,1
647,GCFG3661AF,100,HIGH,False,,3,60,1
648,WSGS7530RZ,85,HIGH,False,mobile_desc_short,2,52,1
649,CHP90301TBB,85,HIGH,False,mobile_desc_short,2,49,1
650,CVM517P3RD1,85,HIGH,False,mobile_desc_short,1,56,1
651,PMOS1980AF,100,HIGH,False,,2,69,1
652,WMMS3330RZ,90,HIGH,False,suspected_typo,2,61,1
653,KMMF530PBE,100,HIGH,False,,1,61,1
654,JXGRILL1,60,MEDIUM,False,no_attributes|mobile_desc_short,0,48,1
655,C9TMA2S3PD3,85,HIGH,False,mobile_desc_short,2,49,1
656,C9TMA2S4PW3,60,MEDIUM,False,no_attributes|mobile_desc_short,0,49,1
657,C90AAAS2RS3,85,HIGH,False,mobile_desc_short,3,49,1
658,C9TMA2SP2PS3,80,HIGH,False,mobile_desc_short|mpn_desc_mismatch,3,50,1
659,GDE21EMKES,85,HIGH,False,mobile_desc_short,1,51,1
660,FCM16SLWW,85,HIGH,False,mobile_desc_short,1,45,1
661,GNE27JYMFS,85,HIGH,False,mobile_desc_short,3,51,1
662,CVE28DP3ND1,85,HIGH,False,mobile_desc_short,2,54,1
663,GNE25JMKES,85,HIGH,False,mobile_desc_short,1,51,1
664,PRFS2883AF,100,HIGH,False,,2,67,1
665,PAD28BYTFS,85,HIGH,False,mobile_desc_short,3,51,1
666,PGE29BYTFS,85,HIGH,False,mobile_desc_short,3,51,1
667,ERFD19CGCS,85,HIGH,False,mobile_desc_short,3,54,1
668,LT18S2100W,85,HIGH,False,mobile_desc_short,2,52,1
669,LT18S2100SS,80,HIGH,False,mobile_desc_short|mpn_desc_mismatch,3,53,1
670,EUF17CDBW,60,MEDIUM,False,no_attributes|mobile_desc_short,0,48,1
671,EUF21CDBW,60,MEDIUM,False,no_attributes|mobile_desc_short,0,48,1
672,TP-1935,45,LOW,True,no_attributes|mobile_desc_short|manufacturer_unresolved|brand_unresolved,0,17,1
673,K527APBXR,85,HIGH,False,mobile_desc_short,2,46,1
674,603150,80,HIGH,False,mobile_desc_short|brand_unresolved,1,43,1
675,d10cnk,85,HIGH,False,mobile_desc_short,1,36,1
676,e28cnkha,85,HIGH,False,mobile_desc_short,1,38,1
677,51334,85,HIGH,False,mobile_desc_short,1,47,1
678,59210,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
679,52485,85,HIGH,False,mobile_desc_short,1,50,1
680,52486,85,HIGH,False,mobile_desc_short,1,50,1
681,52487,85,HIGH,False,mobile_desc_short,1,50,1
682,52488,85,HIGH,False,mobile_desc_short,1,50,1
683,52655,85,HIGH,False,mobile_desc_short,1,50,1
684,59261,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
685,51731,85,HIGH,False,mobile_desc_short,1,50,1
686,XLC10ZW,60,MEDIUM,False,no_attributes|mobile_desc_short,0,43,1
687,HS-DA,60,MEDIUM,False,no_attributes|mobile_desc_short,0,33,1
688,73002252,70,MEDIUM,False,mobile_desc_short|manufacturer_unresolved|brand_unresolved,1,22,1
689,48-22-8396R,100,HIGH,False,,1,78,1
690,48-22-8397R,100,HIGH,False,,1,78,1
691,DCGG581B,85,HIGH,False,mobile_desc_short,1,56,1
692,DCGG581GD1,85,HIGH,False,mobile_desc_short,1,58,1
693,DWST41092,60,MEDIUM,False,no_attributes|mobile_desc_short,0,57,1
694,156436WHT,95,HIGH,False,mpn_desc_mismatch,2,69,1
695,173950TBK,80,HIGH,False,mobile_desc_short|brand_unresolved,3,55,1
696,173951TBK,80,HIGH,False,mobile_desc_short|brand_unresolved,3,55,1
697,173952TBK,80,HIGH,False,mobile_desc_short|brand_unresolved,3,55,1
698,1624157,85,HIGH,False,mobile_desc_short,1,42,1
699,40025,55,LOW,True,no_attributes|mobile_desc_short|brand_unresolved,0,43,1
700,48-22-3301,75,MEDIUM,False,no_attributes,0,75,1
701,48-22-3302,75,MEDIUM,False,no_attributes,0,75,1
702,48-22-3303,75,MEDIUM,False,no_attributes,0,75,1
703,TSDKAP218-G2,100,HIGH,False,,1,60,1
704,XPAP418,85,HIGH,False,mobile_desc_short,1,55,1
705,XDAP419,85,HIGH,False,mobile_desc_short,1,55,1
706,XB11PCVS,60,MEDIUM,False,no_attributes|mobile_desc_short,0,56,1
707,KB121VS,85,HIGH,False,mobile_desc_short,1,55,1
708,KB126VS,85,HIGH,False,mobile_desc_short,1,55,1
709,TC121VS,85,HIGH,False,mobile_desc_short,1,55,1
710,TC126VS,85,HIGH,False,mobile_desc_short,1,55,1
711,MK113MPAP,85,HIGH,False,mobile_desc_short,1,57,1
712,LS117MPAP,85,HIGH,False,mobile_desc_short,1,57,1
713,FE-EFX-6L,50,LOW,True,no_attributes|mobile_desc_short|brand_unresolved|mpn_desc_mismatch,0,59,1
714,FE-EFX-9L,50,LOW,True,no_attributes|mobile_desc_short|brand_unresolved|mpn_desc_mismatch,0,59,1
715,1046793,60,MEDIUM,False,no_attributes|mobile_desc_short,0,54,1
716,1046870,60,MEDIUM,False,no_attributes|mobile_desc_short,0,46,1
717,M701B-21L,100,HIGH,False,,1,66,1
718,M701B-21M,100,HIGH,False,,1,66,1
719,M701B-21S,100,HIGH,False,,1,66,1
720,M701B-21XL,100,HIGH,False,,1,67,1
721,MWUG42010124,80,HIGH,False,mobile_desc_short|brand_unresolved,1,39,1
722,MWUG42010224,80,HIGH,False,mobile_desc_short|brand_unresolved,1,39,1
723,MWUG42010324,80,HIGH,False,mobile_desc_short|brand_unresolved,1,39,1
724,MWUG42010424,85,HIGH,False,mobile_desc_short,1,43,1
725,MWUG42010524,80,HIGH,False,mobile_desc_short|brand_unresolved,1,39,1
726,MWUG42010624,80,HIGH,False,mobile_desc_short|brand_unresolved,1,39,1
727,MWUG36010225,80,HIGH,False,mobile_desc_short|brand_unresolved,1,39,1
728,MWUG36010325,80,HIGH,False,mobile_desc_short|brand_unresolved,1,39,1
729,MWUG36010425,85,HIGH,False,mobile_desc_short,1,43,1
730,MWUG36010525,80,HIGH,False,mobile_desc_short|brand_unresolved,1,39,1
731,MWUG36010625,80,HIGH,False,mobile_desc_short|brand_unresolved,1,39,1
732,DPG15,60,MEDIUM,False,no_attributes|mobile_desc_short,0,45,1
733,F200B-21L,100,HIGH,False,,1,73,1
734,F200B-21M,100,HIGH,False,,1,73,1
735,M200B-21L,100,HIGH,False,,1,73,1
736,M200B-21M,100,HIGH,False,,1,73,1
737,M200B-21XL,100,HIGH,False,,1,74,1
738,M200G-21L,100,HIGH,False,,1,73,1
739,M200G-21M,100,HIGH,False,,1,73,1
740,M200G-21XL,100,HIGH,False,,1,74,1
741,48-11-2330,75,MEDIUM,False,no_attributes,0,68,1
742,DCBP250C,70,MEDIUM,False,no_attributes|mpn_desc_mismatch,0,63,1
743,5328,60,MEDIUM,False,no_attributes|mobile_desc_short,0,46,1
744,3200-20,75,MEDIUM,False,no_attributes,0,74,1
745,3202-20,75,MEDIUM,False,no_attributes,0,74,1
746,3203-20,75,MEDIUM,False,no_attributes,0,74,1
747,BC-12300,85,HIGH,False,mobile_desc_short,1,54,1
748,BC-24600,85,HIGH,False,mobile_desc_short,1,54,1
749,DW08302CG,60,MEDIUM,False,no_attributes|mobile_desc_short,0,58,1
750,GCL165-42GL,70,MEDIUM,False,no_attributes|mpn_desc_mismatch,0,62,1
751,DW08802CG,60,MEDIUM,False,no_attributes|mobile_desc_short,0,58,1
752,DW088CG,60,MEDIUM,False,no_attributes|mobile_desc_short,0,56,1
753,DW089CG,85,HIGH,False,mobile_desc_short,1,56,1
754,DCLE34520GB,75,MEDIUM,False,no_attributes,0,60,1
755,DCLE34031B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,59,1
756,DW0822CG,60,MEDIUM,False,no_attributes|mobile_desc_short,0,57,1
757,25459,55,LOW,True,no_attributes|mobile_desc_short|brand_unresolved,0,36,1
758,35459,55,LOW,True,no_attributes|mobile_desc_short|brand_unresolved,0,36,1
759,25759,55,LOW,True,no_attributes|mobile_desc_short|brand_unresolved,0,36,1
760,35112,55,LOW,True,no_attributes|mobile_desc_short|brand_unresolved,0,36,1
761,35115,55,LOW,True,no_attributes|mobile_desc_short|brand_unresolved,0,36,1
762,25168,60,MEDIUM,False,no_attributes|mobile_desc_short,0,56,1
763,35468,55,LOW,True,no_attributes|mobile_desc_short|brand_unresolved,0,36,1
764,35494,80,HIGH,False,mobile_desc_short|brand_unresolved,1,36,1
765,MLSQ0120,75,MEDIUM,False,no_attributes,0,65,1
766,MLSQ1120,100,HIGH,False,,1,65,1
767,55227,60,MEDIUM,False,no_attributes|mobile_desc_short,0,53,1
768,37300952,40,LOW,True,no_attributes|mobile_desc_short|manufacturer_unresolved|brand_unresolved|mpn_desc_mismatch,0,20,1
769,6008,60,MEDIUM,False,no_attributes|mobile_desc_short,0,54,1
770,6009,60,MEDIUM,False,no_attributes|mobile_desc_short,0,54,1
771,3000A,60,MEDIUM,False,no_attributes|mobile_desc_short,0,55,1
772,MID6630201US,60,MEDIUM,False,no_attributes|mobile_desc_short,0,43,1
773,DCF6202,75,MEDIUM,False,no_attributes,0,61,1
774,25468,55,LOW,True,no_attributes|mobile_desc_short|brand_unresolved,0,36,1
775,25762,55,LOW,True,no_attributes|mobile_desc_short|brand_unresolved,0,36,1
776,21839NN,60,MEDIUM,False,no_attributes|mobile_desc_short,0,35,1
777,VN56920,55,LOW,True,no_attributes|mobile_desc_short|brand_unresolved,0,40,1
778,133164,60,MEDIUM,False,no_attributes|mobile_desc_short,0,59,1
779,DWHT10993,60,MEDIUM,False,no_attributes|mobile_desc_short,0,52,1
780,DWHT10994,60,MEDIUM,False,no_attributes|mobile_desc_short,0,52,1
781,QB22RU,60,MEDIUM,False,no_attributes|mobile_desc_short,0,48,1
782,QB22KU,85,HIGH,False,mobile_desc_short,1,48,1
783,AVM6EV,45,LOW,True,no_attributes|mobile_desc_short|duplicate_mpn_group,0,39,2
784,AVM6EV,45,LOW,True,no_attributes|mobile_desc_short|duplicate_mpn_group,0,39,2
785,DSA0250B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,43,1
786,DSA0375B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,43,1
787,DSA0500B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,43,1
788,42-04-9107,75,MEDIUM,False,no_attributes,0,67,1
789,48-22-9491,100,HIGH,False,,1,71,1
790,DWMT45422,85,HIGH,False,mobile_desc_short,1,57,1
791,DWMT45424,85,HIGH,False,mobile_desc_short,1,57,1
792,48-22-9483,100,HIGH,False,,1,71,1
793,48-22-9484,100,HIGH,False,,1,71,1
794,48-22-9485,100,HIGH,False,,1,71,1
795,48-44-2770,75,MEDIUM,False,no_attributes,0,74,1
796,IWHT48441RC,75,MEDIUM,False,no_attributes,0,66,1
797,XRU23SM1,60,MEDIUM,False,no_attributes|mobile_desc_short,0,52,1
798,XRU15PT1,60,MEDIUM,False,no_attributes|mobile_desc_short,0,52,1
799,XRU23Z,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
800,0887-20,75,MEDIUM,False,no_attributes,0,64,1
801,DCBL724B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,52,1
802,2954-20,75,MEDIUM,False,no_attributes,0,73,1
803,2955-20,75,MEDIUM,False,no_attributes,0,73,1
804,9A-219-180,85,HIGH,False,mobile_desc_short,2,58,1
805,9A-219-120RP,100,HIGH,False,,2,60,1
806,3033-20,75,MEDIUM,False,no_attributes,0,71,1
807,3033-21,75,MEDIUM,False,no_attributes,0,71,1
808,3034-20,75,MEDIUM,False,no_attributes,0,71,1
809,D25333K,60,MEDIUM,False,no_attributes|mobile_desc_short,0,57,1
810,DCD803B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,57,1
811,DCF860B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,58,1
812,3401-20,75,MEDIUM,False,no_attributes,0,70,1
813,KPTDR050A,60,MEDIUM,False,no_attributes|mobile_desc_short,0,48,1
814,DCD1007B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,58,1
815,DCD799B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,57,1
816,58006,60,MEDIUM,False,no_attributes|mobile_desc_short,0,48,1
817,2909-20,75,MEDIUM,False,no_attributes,0,64,1
818,2909-21,75,MEDIUM,False,no_attributes,0,64,1
819,918200,85,HIGH,False,mobile_desc_short,1,50,1
820,2541-20,75,MEDIUM,False,no_attributes,0,64,1
821,DCN930B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
822,DCN930P1,60,MEDIUM,False,no_attributes|mobile_desc_short,0,52,1
823,XNB04Z,85,HIGH,False,mobile_desc_short,1,42,1
824,XNB05Z,85,HIGH,False,mobile_desc_short,1,42,1
825,XNB06Z,85,HIGH,False,mobile_desc_short,1,42,1
826,XNB07Z,60,MEDIUM,False,no_attributes|mobile_desc_short,0,42,1
827,DZN930,75,MEDIUM,False,no_attributes,0,60,1
828,220USB25U,85,HIGH,False,mobile_desc_short,1,52,1
829,XRF03Z,60,MEDIUM,False,no_attributes|mobile_desc_short,0,47,1
830,220USBP5U,85,HIGH,False,mobile_desc_short,1,52,1
831,49-66-4567,100,HIGH,False,,1,74,1
832,IBMG90K003,85,HIGH,False,mobile_desc_short,1,57,1
833,IBPH250P15T,85,HIGH,False,mobile_desc_short,1,58,1
834,DPH12B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
835,DPH135B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
836,DPH21B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
837,DPH22B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
838,DPH235B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
839,DPH26B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
840,DPH2R1B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
841,DPH31B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
842,DPH32B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
843,DPH335B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
844,DSQ12B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
845,DSQ22B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
846,DSQ26B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
847,DSQ32B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
848,DT102B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
849,DT152B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
850,DT1535B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
851,DT202B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
852,DT2035B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
853,DT206B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
854,DT252B,50,LOW,True,no_attributes|mobile_desc_short|suspected_typo,0,50,1
855,DT2535B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
856,DT256B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
857,DT302B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
858,DT402B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
859,DDWSSB,60,MEDIUM,False,no_attributes|mobile_desc_short,0,48,1
860,191V02-0,85,HIGH,False,mobile_desc_short,1,53,1
861,XTS02Z,85,HIGH,False,mobile_desc_short,1,43,1
862,DCF809D1,60,MEDIUM,False,no_attributes|mobile_desc_short,0,59,1
863,2761-20,75,MEDIUM,False,no_attributes,0,71,1
864,2761-22,75,MEDIUM,False,no_attributes,0,65,1
865,3450-20,75,MEDIUM,False,no_attributes,0,71,1
866,KPTDV025A,60,MEDIUM,False,no_attributes|mobile_desc_short,0,49,1
867,3048-20,75,MEDIUM,False,no_attributes,0,71,1
868,3049-20,75,MEDIUM,False,no_attributes,0,71,1
869,2563-20,75,MEDIUM,False,no_attributes,0,71,1
870,DCF961B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,58,1
871,DCF964B,60,MEDIUM,False,no_attributes|mobile_desc_short,0,58,1
872,2563P-20,75,MEDIUM,False,no_attributes,0,72,1
873,DCF921P2,60,MEDIUM,False,no_attributes|mobile_desc_short,0,59,1
874,XLT03Z,60,MEDIUM,False,no_attributes|mobile_desc_short,0,49,1
875,XLT04Z,60,MEDIUM,False,no_attributes|mobile_desc_short,0,49,1
876,XLT05Z,60,MEDIUM,False,no_attributes|mobile_desc_short,0,49,1
877,DCF510B,50,LOW,True,no_attributes|mobile_desc_short|suspected_typo,0,52,1
878,3052-20,65,MEDIUM,False,no_attributes|suspected_typo,0,65,1
879,3054-20,75,MEDIUM,False,no_attributes,0,65,1
