MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,Lighting,Commercial Lighting,High Bay Lights,,65-771R3,65-771R3 Nuvo Highbay Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),Satco Products Inc,Satco,,65-771R3,,Lighting>Commercial Lighting>High Bay Lights,"Satco Products Inc, Satco, High Bay Light, 65-771R3",HIGH BAY LT,Satco 65-771R3 High Bay Light,Satco High Bay Light,High Bay Light,,,,,,,,,,,,,,,,,,,,,,,,,,,High Bay Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satco_65-771R3.jpg,Satco_65-771R3_1.jpg,Satco_65-771R3_2.jpg,Satco_65-771R3_3.jpg,Satco_65-771R3_4.jpg,,,,,Satco_65-771R3_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Lighting,Indoor Lighting,Ceiling Lights,,42955BK,42955BK Kichler Ceiling Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,KICHLER,,42955BK,,Lighting>Indoor Lighting>Ceiling Lights,"Kichler Lighting LLC, KICHLER, Ceiling Light, 42955BK, Ceiling",CLG LT CEIL,KICHLER 42955BK Ceiling Light With Ceiling Mounting,"KICHLER Ceiling Light, Ceiling Mounting","Ceiling Light, Ceiling Mounting",,Mounting Type: Ceiling,,,,,,,,,,,,,,,,,,,,,,,,,Ceiling Light,Mounting Type,Ceiling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KICHLER_42955BK.jpg,KICHLER_42955BK_1.jpg,KICHLER_42955BK_2.jpg,KICHLER_42955BK_3.jpg,KICHLER_42955BK_4.jpg,,,,,KICHLER_42955BK_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Lighting,Indoor Lighting,Ceiling Lights,,42275BK,42275BK Kichler Ceiling Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,KICHLER,,42275BK,,Lighting>Indoor Lighting>Ceiling Lights,"Kichler Lighting LLC, KICHLER, Ceiling Light, 42275BK, Ceiling",CLG LT CEIL,KICHLER 42275BK Ceiling Light With Ceiling Mounting,"KICHLER Ceiling Light, Ceiling Mounting","Ceiling Light, Ceiling Mounting",,Mounting Type: Ceiling,,,,,,,,,,,,,,,,,,,,,,,,,Ceiling Light,Mounting Type,Ceiling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KICHLER_42275BK.jpg,KICHLER_42275BK_1.jpg,KICHLER_42275BK_2.jpg,KICHLER_42275BK_3.jpg,KICHLER_42275BK_4.jpg,,,,,KICHLER_42275BK_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Lighting,Indoor Lighting,Ceiling Lights,,62-1850,"62-1850 11"" Led Ceiling Light",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),Satco Products Inc,Satco,,62-1850,,Lighting>Indoor Lighting>Ceiling Lights,"Satco Products Inc, Satco, Ceiling Light, 62-1850, Ceiling",CLG LT CEIL,Satco 62-1850 Ceiling Light With Ceiling Mounting,"Satco Ceiling Light, Ceiling Mounting","Ceiling Light, Ceiling Mounting",,Mounting Type: Ceiling,,,,,,,,,,,,,,,,,,,,,,,,,Ceiling Light,Mounting Type,Ceiling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satco_62-1850.jpg,Satco_62-1850_1.jpg,Satco_62-1850_2.jpg,Satco_62-1850_3.jpg,Satco_62-1850_4.jpg,,,,,Satco_62-1850_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Lighting,Indoor Lighting,Ceiling Lights,,62-1852,"62-1852 14"" Satco Led Ceiling Lt",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),Satco Products Inc,Satco,,62-1852,,Lighting>Indoor Lighting>Ceiling Lights,"Satco Products Inc, Satco, Ceiling Light, 62-1852, Ceiling",CLG LT CEIL,Satco 62-1852 Ceiling Light With Ceiling Mounting,"Satco Ceiling Light, Ceiling Mounting","Ceiling Light, Ceiling Mounting",,Mounting Type: Ceiling,,,,,,,,,,,,,,,,,,,,,,,,,Ceiling Light,Mounting Type,Ceiling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satco_62-1852.jpg,Satco_62-1852_1.jpg,Satco_62-1852_2.jpg,Satco_62-1852_3.jpg,Satco_62-1852_4.jpg,,,,,Satco_62-1852_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Lighting,Indoor Lighting,Ceiling Lights,,62-1875,"62-1875 10"" Led Ceiling Lt Bn",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),Satco Products Inc,Satco,,62-1875,,Lighting>Indoor Lighting>Ceiling Lights,"Satco Products Inc, Satco, Ceiling Light, 62-1875, Ceiling",CLG LT CEIL,"Satco 62-1875 Ceiling Light With Ceiling Mounting, Bronze","Satco Ceiling Light, Ceiling Mounting, Bronze","Ceiling Light, Ceiling Mounting, Bronze",,Mounting Type: Ceiling,Color: Bronze,Finish: Bronze,,,,,,,,,,,,,,,,,,,,,,,Ceiling Light,Mounting Type,Ceiling,,Color,Bronze,,Finish,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satco_62-1875.jpg,Satco_62-1875_1.jpg,Satco_62-1875_2.jpg,Satco_62-1875_3.jpg,Satco_62-1875_4.jpg,,,,,Satco_62-1875_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Lighting,Indoor Lighting,Ceiling Lights,,62-1876,"62-1876 13"" Satco Ceiling Light BN",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),Satco Products Inc,Satco,,62-1876,,Lighting>Indoor Lighting>Ceiling Lights,"Satco Products Inc, Satco, Ceiling Light, 62-1876, Ceiling",CLG LT CEIL,"Satco 62-1876 Ceiling Light With Ceiling Mounting, Bronze","Satco Ceiling Light, Ceiling Mounting, Bronze","Ceiling Light, Ceiling Mounting, Bronze",,Mounting Type: Ceiling,Color: Bronze,Finish: Bronze,,,,,,,,,,,,,,,,,,,,,,,Ceiling Light,Mounting Type,Ceiling,,Color,Bronze,,Finish,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satco_62-1876.jpg,Satco_62-1876_1.jpg,Satco_62-1876_2.jpg,Satco_62-1876_3.jpg,Satco_62-1876_4.jpg,,,,,Satco_62-1876_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Lighting,Indoor Lighting,Ceiling Lights,,42296BK,42296BK Kichler Ceiling Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,KICHLER,,42296BK,,Lighting>Indoor Lighting>Ceiling Lights,"Kichler Lighting LLC, KICHLER, Ceiling Light, 42296BK, Ceiling",CLG LT CEIL,KICHLER 42296BK Ceiling Light With Ceiling Mounting,"KICHLER Ceiling Light, Ceiling Mounting","Ceiling Light, Ceiling Mounting",,Mounting Type: Ceiling,,,,,,,,,,,,,,,,,,,,,,,,,Ceiling Light,Mounting Type,Ceiling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KICHLER_42296BK.jpg,KICHLER_42296BK_1.jpg,KICHLER_42296BK_2.jpg,KICHLER_42296BK_3.jpg,KICHLER_42296BK_4.jpg,,,,,KICHLER_42296BK_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Lighting,Indoor Lighting,Pendants,,43913BK,43913BK Kichler Pendant Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,KICHLER,,43913BK,,Lighting>Indoor Lighting>Pendant Lights,"Kichler Lighting LLC, KICHLER, Pendant Light, 43913BK",PNDT LT,KICHLER 43913BK Pendant Light,KICHLER Pendant Light,Pendant Light,,,,,,,,,,,,,,,,,,,,,,,,,,,Pendant Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KICHLER_43913BK.jpg,KICHLER_43913BK_1.jpg,KICHLER_43913BK_2.jpg,KICHLER_43913BK_3.jpg,KICHLER_43913BK_4.jpg,,,,,KICHLER_43913BK_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Lighting,Task Lighting,Work & Task Lights,,HLSMS9129FS1E,"HLSMS9129FS1E 9"" Motion Lt",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Cooper Lighting (7638),Cooper Lighting Solutions,,,HLSMS9129FS1E,,Lighting>Portable & Task Lighting>Work Lights & Flashlights,"Cooper Lighting Solutions, Work Light, HLSMS9129FS1E",WRK LT,HLSMS9129FS1E Work Light,Work Light,Work Light,,,,,,,,,,,,,,,,,,,,,,,,,,,Work Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Lighting,Indoor Lighting,LED Tape & Strip Lights,,64-110,64-110 Satco Tape Light 16',-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),Satco Products Inc,Satco,,64-110,,Lighting>Indoor Lighting>LED Tape & Strip Lights,"Satco Products Inc, Satco, LED Strip Light, 64-110",LED STRP LT,Satco 64-110 LED Strip Light,Satco LED Strip Light,LED Strip Light,,,,,,,,,,,,,,,,,,,,,,,,,,,LED Strip Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satco_64-110.jpg,Satco_64-110_1.jpg,Satco_64-110_2.jpg,Satco_64-110_3.jpg,Satco_64-110_4.jpg,,,,,Satco_64-110_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Lighting,Indoor Lighting,LED Tape & Strip Lights,,603571,603571 3' Strip Light Ext,-- Unbranded --,-- No Unilog Brand --,Wiz,Phillips Lighting (5831),Signify North America Corporation,Wiz,,603571,,Lighting>Indoor Lighting>LED Tape & Strip Lights,"Signify North America Corporation, Wiz, LED Strip Light, 603571",LED STRP LT,Wiz 603571 LED Strip Light,Wiz LED Strip Light,LED Strip Light,,,,,,,,,,,,,,,,,,,,,,,,,,,LED Strip Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wiz_603571.jpg,Wiz_603571_1.jpg,Wiz_603571_2.jpg,Wiz_603571_3.jpg,Wiz_603571_4.jpg,,,,,Wiz_603571_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Lighting,Commercial Lighting,LED Panels,,65-572R1,65572 Satco 2x4 Led Flat Panel,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),Satco Products Inc,Satco,,65-572R1,,Lighting>Commercial Lighting>LED Panel Lights,"Satco Products Inc, Satco, LED Panel Light, 65-572R1",LED PNL LT,Satco 65-572R1 LED Panel Light With 2 in x 4 in,"Satco LED Panel Light, 2 in x 4 in","LED Panel Light, 2 in x 4 in",,Size: 2 in x 4 in,,,,,,,,,,,,,,,,,,,,,,,,,LED Panel Light,Size,2 in x 4 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satco_65-572R1.jpg,Satco_65-572R1_1.jpg,Satco_65-572R1_2.jpg,Satco_65-572R1_3.jpg,Satco_65-572R1_4.jpg,,,,,Satco_65-572R1_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Lighting,Indoor Lighting,Pendants,,52476AVI,52476AVI Kichler Pendant Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,KICHLER,,52476AVI,,Lighting>Indoor Lighting>Pendant Lights,"Kichler Lighting LLC, KICHLER, Pendant Light, 52476AVI",PNDT LT,KICHLER 52476AVI Pendant Light,KICHLER Pendant Light,Pendant Light,,,,,,,,,,,,,,,,,,,,,,,,,,,Pendant Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KICHLER_52476AVI.jpg,KICHLER_52476AVI_1.jpg,KICHLER_52476AVI_2.jpg,KICHLER_52476AVI_3.jpg,KICHLER_52476AVI_4.jpg,,,,,KICHLER_52476AVI_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Lighting,Indoor Lighting,Pendants,,42199BK,42199BK Kichler Pendant Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,KICHLER,,42199BK,,Lighting>Indoor Lighting>Pendant Lights,"Kichler Lighting LLC, KICHLER, Pendant Light, 42199BK",PNDT LT,KICHLER 42199BK Pendant Light,KICHLER Pendant Light,Pendant Light,,,,,,,,,,,,,,,,,,,,,,,,,,,Pendant Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KICHLER_42199BK.jpg,KICHLER_42199BK_1.jpg,KICHLER_42199BK_2.jpg,KICHLER_42199BK_3.jpg,KICHLER_42199BK_4.jpg,,,,,KICHLER_42199BK_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Lighting,Indoor Lighting,Pendants,,42199BKCS,42199BKCS Kichler Pendant Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,KICHLER,,42199BKCS,,Lighting>Indoor Lighting>Pendant Lights,"Kichler Lighting LLC, KICHLER, Pendant Light, 42199BKCS",PNDT LT,KICHLER 42199BKCS Pendant Light,KICHLER Pendant Light,Pendant Light,,,,,,,,,,,,,,,,,,,,,,,,,,,Pendant Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KICHLER_42199BKCS.jpg,KICHLER_42199BKCS_1.jpg,KICHLER_42199BKCS_2.jpg,KICHLER_42199BKCS_3.jpg,KICHLER_42199BKCS_4.jpg,,,,,KICHLER_42199BKCS_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Lighting,Indoor Lighting,Pendants,,42200BK,42200BK Kichler Pendant Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,KICHLER,,42200BK,,Lighting>Indoor Lighting>Pendant Lights,"Kichler Lighting LLC, KICHLER, Pendant Light, 42200BK",PNDT LT,KICHLER 42200BK Pendant Light,KICHLER Pendant Light,Pendant Light,,,,,,,,,,,,,,,,,,,,,,,,,,,Pendant Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KICHLER_42200BK.jpg,KICHLER_42200BK_1.jpg,KICHLER_42200BK_2.jpg,KICHLER_42200BK_3.jpg,KICHLER_42200BK_4.jpg,,,,,KICHLER_42200BK_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Lighting,Indoor Lighting,Pendants,,42200BKCS,42200BKCS Kichler Pendant Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,KICHLER,,42200BKCS,,Lighting>Indoor Lighting>Pendant Lights,"Kichler Lighting LLC, KICHLER, Pendant Light, 42200BKCS",PNDT LT,KICHLER 42200BKCS Pendant Light,KICHLER Pendant Light,Pendant Light,,,,,,,,,,,,,,,,,,,,,,,,,,,Pendant Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KICHLER_42200BKCS.jpg,KICHLER_42200BKCS_1.jpg,KICHLER_42200BKCS_2.jpg,KICHLER_42200BKCS_3.jpg,KICHLER_42200BKCS_4.jpg,,,,,KICHLER_42200BKCS_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
